Change Type,Date Changed,Bus Stop Code,New Name,Previous Name,Street/Road
NAME_CHANGED,01/09/2025,81231,Opp KH Plaza,Opp Kh Plaza,Aljunied Rd
NAME_CHANGED,01/09/2025,82061,Eunos Stn/Int,Eunos Stn/ Int,Sims Ave
NAME_CHANGED,01/09/2025,82091,Aft Queen of Peace Ch,Aft Queen Of Peace Ch,Tg Katong Rd
NAME_CHANGED,01/09/2025,84141,Opp Lion Hme for Elders,OPP LION HME FOR ELDERS,Bedok Sth Rd
NAME_CHANGED,01/09/2025,84149,Lion Hme For Elders,LION HME FOR ELDERS,Bedok Sth Rd
NAME_CHANGED,01/09/2025,84161,Blk 3,BLK 3,Bedok Sth Ave 1
NAME_CHANGED,01/09/2025,84169,Opp Blk 3,OPP BLK 3,Bedok Sth Ave 1
NAME_CHANGED,01/09/2025,84201,Bedok Resvr Stn Exit A,BEDOK RESVR STN EXIT A,Bedok Nth Ave 3
NAME_CHANGED,01/09/2025,84211,Blk 403,BLK 403,Bedok Nth Ave 3
NAME_CHANGED,01/09/2025,84261,St. Anthony's Cano Sch,Saint Anthony's Canossian School,Bedok Nth Ave 4
NAME_CHANGED,01/09/2025,84451,Bedok Nth Stn Exit A,BEDOK NTH STN EXIT A,Bedok Nth Rd
NAME_CHANGED,01/09/2025,84539,Bedok Nth Stn Exit B,BEDOK NTH STN EXIT B,Bedok Nth Rd
NAME_CHANGED,01/09/2025,84551,Blk 51,BLK 51,Chai Chee St
NAME_CHANGED,01/09/2025,84561,Blk 53,BLK 53,Chai Chee St
NAME_CHANGED,01/09/2025,84571,Opp Blk 55,OPP BLK 55,Chai Chee Dr
NAME_CHANGED,01/09/2025,84591,SBST Bedok Nth Depot,Sbst Bedok Nth Depot,Bedok Nth Ave 4
NAME_CHANGED,01/09/2025,84599,Opp SBST Bedok Nth Depot,Opp Sbst Bedok Nth Depot,Bedok Nth Ave 4
NAME_CHANGED,01/09/2025,92081,St. Patrick's Sch,St. Patrick's Sec Sch,Marine Parade Rd
NAME_CHANGED,01/09/2025,92159,St. Patrick's Sch,ST. PATRICK'S SCH,East Coast Rd
NAME_CHANGED,01/09/2025,92181,i12 Katong,112 Katong,Joo Chiat Rd
NAME_CHANGED,01/09/2025,92189,Opp i12 Katong,Opp 112 Katong,Joo Chiat Rd
NAME_CHANGED,01/09/2025,94029,Aft Sennett Rd,Aft Sennet Rd,Upp East Coast Rd
NAME_CHANGED,01/09/2025,94089,Calvary Ably of God Ch,Calvary Ably Of God Ch,Upp East Coast Rd
NAME_CHANGED,01/09/2025,95039,AirFreight Ter Bldg,Airfreight Ter Bldg,Airport Cargo Rd
NAME_CHANGED,01/09/2025,95901,Bef Simei Rd,BEF SIMEI RD,Upp Changi Rd East
NAME_CHANGED,01/09/2025,95909,Aft Somapah Rd,AFT SOMAPAH RD,Upp Changi Rd East
NAME_CHANGED,01/09/2025,96241,Laguna Natl Country Club,LAGUNA NATL COUNTRY CLUB,Xilin Ave
NAME_CHANGED,01/09/2025,96301,Expo Stn Exit B,EXPO STN EXIT B,Changi Sth Ave 1
NAME_CHANGED,01/09/2025,96309,Expo Stn Exit E,EXPO STN EXIT E,Changi Sth Ave 1
NAME_CHANGED,01/09/2025,96311,Bef Changi Sth St 2,BEF CHANGI STH ST 2,Changi Sth Ave 1
NAME_CHANGED,01/09/2025,96371,Standard Chartered Bank,STANDARD CHARTERED BANK,Changi Business Pk Ctrl 2
NAME_CHANGED,01/09/2025,96421,Opp Changi Lodge 2,OPP CHANGI LODGE 2,Tanah Merah Coast Rd
NAME_CHANGED,01/09/2025,96429,Changi Lodge 2,CHANGI LODGE 2,Tanah Merah Coast Rd
NAME_CHANGED,01/09/2025,96431,Opp Changi Naval Base,OPP CHANGI NAVAL BASE,Tanah Merah Coast Rd
NAME_CHANGED,01/09/2025,96439,Changi Naval Base,CHANGI NAVAL BASE,Tanah Merah Coast Rd
NAME_CHANGED,01/09/2025,96441,Opp SUTD,OPP SUTD,Somapah Rd
NAME_CHANGED,01/09/2025,96461,Bef Aviation Pk Rd,Before Aviation Park Road,Tanah Merah Coast Rd
NAME_CHANGED,01/09/2025,96471,Bef Changi Coast Rd,Bef Changi Coast Road,Aviation Pk Rd
NAME_CHANGED,01/09/2025,96479,Aft Changi Coast Rd,After Changi Coast Road,Aviation Pk Rd
NAME_CHANGED,01/09/2025,97159,Bef VICOM,Bef Vicom,Changi Nth Cres
NAME_CHANGED,01/09/2025,98111,Blk 256/Opp Loyang Pt,BLK 256/OPP LOYANG PT,Pasir Ris Dr 2
NAME_CHANGED,01/09/2025,98291,Opp Palm Isles,OPP PALM ISLES,Flora Dr
NAME_CHANGED,01/09/2025,98299,Parc Olympia,PARC OLYMPIA,Flora Dr
NAME_CHANGED,01/09/2025,99011,Bef Sch of Commando,Bef Sch Of Commando,Loyang Ave
NAME_CHANGED,01/09/2025,99019,Aft Sch of Commando,Aft Sch Of Commando,Loyang Ave
